household_ID,have_backup_generator,generate_electicity_using_solar_energy,generate_electicity_using_bio_energy,generate_electicity_using_mini_hydropower,generate_electicity_using_wind_power,generate_electicity_using_other_methods,solar_system_ongrid_or_offgird,solar_system_invertor_or_noninvertor,solar_energy_used_for_water_heating,solar_energy_used_for_cooking,solar_energy_used_for_outdoor_lighting,solar_energy_used_for_car_charging,solar_energy_used_for_agricultural_systems,solar_energy_used_for_all_above,solar_energy_used_for_other_purposes,aware_of_no_of_units_generated_by_solar_system,no_of_units_generated_by_solar_system,when_was_solar_system_installed,have_system_to_store_backup_energy,method_of_receiving_water,water_heating_method_for_bathing,does_water_heating_equipment_serve_other_housing_units,household_members_used_hot_water_last_week,boil_water_before_drinking,source_of_energy_for_boiling_drinking_water,no_of_times_food_cooked_last_week,gas_used_for_cooking,electricity_from_national_grid_used_for_cooking,electricity_generated_using_solar_energy_used_for_cooking,firewood_used_for_cooking,kerosene_used_for_cooking,sawdust_or_paddy_husk_used_for_cooking,biogas_used_for_cooking,coconut_shells_or_charcoal_used_for_cooking,other_methods_used_for_cooking
ID3803,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,250.0,After November 2022,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3804,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3805,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3806,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,692.0,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by solar energy.,Yes,Yes,Yes,Gas,More than 21 times,Yes,Yes,No,No,No,No,No,No,No
ID3807,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3808,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3809,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3810,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3811,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3812,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3813,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3814,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3815,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3816,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3817,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3818,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,More than 21 times,Yes,Yes,No,No,No,No,No,No,No
ID3819,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3820,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3821,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,No,No,No,Yes,No,No,No,No,No
ID3822,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,800.0,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Electricity (generated from solar energy system),8 - 14 times,Yes,No,Yes,No,No,No,No,No,No
ID3823,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3824,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID3825,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use heated water through an electric kettle/heater.",,Yes,No,,1-7 times,Yes,No,Yes,No,No,No,No,No,No
ID3826,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Gas,8 - 14 times,Yes,No,Yes,Yes,No,No,No,No,No
ID3827,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,8 - 14 times,Yes,No,Yes,No,No,No,No,No,No
ID3828,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,Yes,Yes,No,No,No,No,No
ID3829,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID3830,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID3831,No,No,No,No,No,No,,,,,,,,,,,,,No,Tube well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,No,,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID3832,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,8 - 14 times,No,No,No,Yes,No,No,No,No,No
ID3833,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3834,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3835,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID3836,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID3837,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,1-7 times,No,No,No,Yes,No,No,No,No,No
ID3838,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,More than 21 times,No,No,No,Yes,No,No,No,No,No
ID3839,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,15 - 21 times,Yes,No,No,Yes,No,No,No,No,No
ID3840,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3841,No,No,No,No,No,No,,,,,,,,,,,,,No,Tube well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID3842,No,No,No,No,No,No,,,,,,,,,,,,,No,Tube well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,15 - 21 times,Yes,No,No,No,No,No,No,No,No
ID3843,No,No,No,No,No,No,,,,,,,,,,,,,No,Tube well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,No,No,No,Yes,No,No,No,No,No
ID3844,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3845,No,No,No,No,No,No,,,,,,,,,,,,,No,Tube well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3846,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,8 - 14 times,No,No,No,Yes,No,No,No,No,No
ID3847,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3848,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3849,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3850,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,Yes,Yes,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3851,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3852,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3853,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3854,No,No,No,No,No,No,,,,,,,,,,,,,No,Tube well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,No,No,No,Yes,No,No,No,No,No
ID3855,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3856,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have a water heating system powered by a different source.,No,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,Yes,No,No,No,No,No
ID3857,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,No,Yes,No,No,No,No,No,No,No
ID3858,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3859,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3860,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3861,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,No,No,No,Yes,No,No,No,No,No
ID3862,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3863,Yes,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,15 - 21 times,Yes,Yes,No,No,No,No,No,No,No
ID3864,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),1-7 times,Yes,No,No,No,No,No,No,No,No
ID3865,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,1-7 times,No,No,No,Yes,No,No,No,No,No
ID3866,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,Yes,No,No,No,No,No
ID3867,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID3868,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,Yes,No,Yes,No,No,No
ID3869,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3870,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3871,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3872,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3873,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3874,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3875,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,We have an in-built water heating system powered solely by solar energy.,No,Yes,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3876,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,Yes,No,No,No,No,No,No,No
ID3877,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3878,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,No,No,No,Yes,No,No,No,No,No
ID3879,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,More than 21 times,Yes,No,No,No,No,No,No,No,No
ID3880,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3881,Yes,No,No,No,Yes,No,,,,,,,,,,,,,No,Tube well,We have an in-built water heating system powered solely by the grid supply.,No,No,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3882,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3883,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,15 - 21 times,Yes,No,No,No,No,No,No,No,No
ID3884,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3885,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,No,No,No,No,No,No,No,No,Yes
ID3886,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Electricity (directly from the national grid),15 - 21 times,Yes,No,No,Yes,No,No,No,No,No
ID3887,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Firewood,8 - 14 times,No,No,No,Yes,No,No,No,No,No
ID3888,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,15 - 21 times,Yes,Yes,No,Yes,No,No,No,No,No
ID3889,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,We have an in-built water heating system powered solely by the grid supply.,Yes,No,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3890,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3891,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3892,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3893,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by solar energy.,No,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3894,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,No,No,No,Yes,Yes,No,No,No,No
ID3895,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3896,No,No,No,No,No,No,,,,,,,,,,,,,No,Bottled water,We have a water heating system powered by a different source.,No,No,No,,Did not cook at home last week,No,No,No,No,No,No,No,No,Yes
ID3897,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3898,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3899,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3900,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3901,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3902,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3903,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,No,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3904,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID3905,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Gas,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3906,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Electricity (directly from the national grid),8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3907,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3908,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID3909,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3910,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,1200.0,Before November 2022,Yes,Protected well,We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Firewood,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3911,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3912,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3913,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3914,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID3915,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID3916,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,Yes,No,No,No,No,No
ID3917,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,15 - 21 times,Yes,No,No,Yes,No,No,No,No,No
ID3918,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID3919,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,No,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID3920,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
