household_ID,room_ID,ac_ID,type_of_the_ac,is_the_ac_inverter_or_not,is_room_fully_sealed,wattage_of_the_ac,btu_of_the_ac,no_of_hours_ac_was_on_during_daytime_last_week,no_of_hours_ac_was_on_during_night_last_week
ID3253,I11,I11_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,20000.0,0.0,70.0
ID3258,I6,I6_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,3.0,42.0
ID3263,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,63.0
ID3266,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,63.0
ID3267,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,21.0,56.0
ID3267,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,14.0,70.0
ID3267,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,0.0
ID3267,I6,I6_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,3.0
ID3268,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3269,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,0.0
ID3278,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,7.0
ID3279,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,0.0
ID3279,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1200.0,7.0,0.0
ID3279,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1200.0,0.0,0.0
ID3279,I6,I6_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1200.0,0.0,0.0
ID3281,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,7.0
ID3282,I3,I3_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,24000.0,0.0,0.0
ID3284,I2,I2_AC1,Individual AC with one component,Yes,The room is not fully closed. There are spaces where the cool air can leak out.,,18000.0,7.0,3.5
ID3311,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3311,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3311,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3315,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,,0.0,60.0
ID3316,I2,I2_AC1,Individual AC with one component,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,,0.0,0.0
ID3321,I4,I4_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,14.0
ID3321,I5,I5_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,2.0
ID3323,I2,I2_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,,0.0,1.0
ID3332,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,9000.0,0.0,0.0
ID3339,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,56.0
ID3344,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,7.0
ID3356,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,8.0
ID3363,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,10.3
ID3366,I2,I2_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,0.0
ID3366,I4,I4_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,17.0
ID3375,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,12.0,2.0
ID3376,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,28.0
ID3376,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,38.5
ID3376,I18,I18_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,18000.0,0.0,38.5
ID3387,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,14.0
ID3387,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,21.0
ID3389,I2,I2_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,6.0
ID3389,I12,I12_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,0.0
ID3395,I3,I3_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,35.0
ID3395,I4,I4_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,35.0
ID3395,I5,I5_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,14.0
ID3399,I10,I10_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,7.0
ID3399,I11,I11_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,4.0,14.0
ID3411,I8,I8_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,28.0
ID3411,I9,I9_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3411,I10,I10_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3411,I11,I11_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3411,I12,I12_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3411,I13,I13_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,14.0
ID3413,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,28.0
ID3419,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,0.0
ID3419,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,0.0
ID3430,I1,I1_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,2400.0,0.0,0.0
ID3430,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,8000.0,0.0,0.0
ID3430,I4,I4_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,9000.0,0.0,0.0
ID3430,I5,I5_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,8000.0,0.0,0.0
ID3430,I6,I6_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,8000.0,1.0,1.0
ID3432,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3432,I6,I6_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3433,I2,I2_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,9000.0,0.0,0.0
ID3433,I3,I3_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,9000.0,0.0,70.5
ID3435,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,0.25
ID3435,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,0.0
ID3439,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,35.0
ID3441,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,15000.0,0.0,56.0
ID3441,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,15000.0,0.0,56.0
ID3445,I2,I2_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,21.0
ID3446,I2,I2_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,12000.0,0.0,0.0
ID3446,I3,I3_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,12000.0,0.0,0.0
ID3454,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,14.0
ID3454,I5,I5_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,65.0
ID3459,I2,I2_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3463,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,9000.0,0.0,84.0
ID3471,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,24.0
ID3474,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,28.0
ID3475,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,18000.0,0.0,35.0
ID3475,I11,I11_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,18000.0,0.0,0.0
ID3475,I12,I12_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,18000.0,0.0,35.0
ID3476,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,9000.0,0.0,0.0
ID3479,I1,I1_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3479,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,98.0
ID3479,I3,I3_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3479,I4,I4_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,98.0
ID3486,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3487,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,21.0
ID3519,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3519,I3,I3_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3519,I4,I4_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3520,I2,I2_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,3.5
ID3521,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,35.0
ID3527,I1,I1_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,0.0
ID3527,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,49.0
ID3527,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,49.0
ID3551,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,56.0
ID3551,I8,I8_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,56.0
ID3555,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,7.0,1.0
ID3555,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,7.0
ID3559,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,14.0
ID3565,I4,I4_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3566,I3,I3_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,,0.0,0.0
ID3574,I10,I10_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,84.0
ID3574,I12,I12_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3585,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,7.0
ID3585,I3,I3_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3585,I4,I4_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3591,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,28.0
ID3601,I4,I4_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,14.0
ID3607,I2,I2_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3607,I3,I3_AC1,Central AC (For the whole building),No,The room is not fully closed. There are spaces where the cool air can leak out.,,,0.0,0.0
ID3608,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3615,I2,I2_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3618,I2,I2_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,3.0
ID3622,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,50.0
ID3623,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,70.0
ID3623,I3,I3_AC2,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,70.0
ID3624,I1,I1_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3624,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3624,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3624,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3624,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,0.0
ID3625,I3,I3_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,18000.0,0.0,21.0
ID3625,I4,I4_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,12000.0,0.0,28.0
ID3632,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,0.0
ID3632,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,21.0,14.0
ID3632,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,7.0
ID3633,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,56.0
ID3633,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,56.0
ID3633,I6,I6_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,56.0
ID3633,I7,I7_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,28.0,56.0
ID3640,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3645,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,5.0
ID3645,I3,I3_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,56.0
ID3647,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,56.0
ID3647,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,56.0
ID3647,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,56.0
ID3652,I6,I6_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,,0.0,0.0
ID3655,I9,I9_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,14.0
ID3655,I10,I10_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,28.0
ID3658,I3,I3_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,7.0
ID3660,I7,I7_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,14.0,0.0
ID3662,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,21.0
ID3662,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,28.0
ID3662,I13,I13_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,28.0,56.0
ID3662,I14,I14_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,28.0
ID3668,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,1000.0,0.0,42.0
ID3672,I1,I1_AC1,Air Cooler,Yes,The room is not fully closed. There are spaces where the cool air can leak out.,,1000.0,0.0,14.0
ID3689,I2,I2_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3705,I3,I3_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,9000.0,0.0,21.0
ID3718,I3,I3_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",,,0.0,0.0
ID3720,I7,I7_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,5000.0,0.0,14.0
ID3724,I1,I1_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3725,I2,I2_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3725,I4,I4_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,,0.0,0.0
ID3726,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,5000.0,0.0,1.0
ID3728,I4,I4_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,35.0,21.0
ID3728,I6,I6_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,28.0,21.0
ID3728,I7,I7_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,12000.0,0.0,0.0
ID3733,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,10000.0,0.0,27.0
ID3733,I13,I13_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,100000.0,8.0,24.0
ID3733,I14,I14_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",,10000.0,0.0,30.0
