household_ID,room_ID,main_purpose_of_the_room,storey_which_the_room_located,main_material_used_for_the_roof_of_the_room,type_of_ceiling_of_the_room,main_material_used_for_the_floor_of_the_room,no_of_doors_opened_to_external_environment,no_of_windows,main_material_used_for_window_panes,have_curtains_or_blinds_for_windows,have_extra_ventilation_openings,no_of_bulbs_in_the_room,no_of_bulbs_used_during_last_week,no_of_fans_in_the_room,no_of_ACs_in_the_room
ID3714,I10     ,Veranda,,,,,,,,,,,,,
ID3715,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,Yes,No,4.0,1.0,1.0,0.0
ID3715,I2      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,Yes,No,1.0,1.0,1.0,0.0
ID3715,I3      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,Yes,No,1.0,1.0,0.0,0.0
ID3715,I4      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3715,I5      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,Garden - Not relevant,1.0,1.0,0.0,0.0
ID3715,I6      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,No,2.0,1.0,1.0,0.0
ID3715,I7      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,Yes,No,1.0,1.0,1.0,0.0
ID3715,I8      ,Kitchen and/ or pantry,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,Yes,No,1.0,1.0,1.0,0.0
ID3715,I9      ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3715,I10     ,Bathroom and / or toilets,2.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,2.0,,Yes,No,2.0,1.0,1.0,0.0
ID3715,I11     ,Bathroom and / or toilets,2.0,Asbestos,A beamed ceiling,Tile,1.0,2.0,,Yes,No,1.0,1.0,1.0,0.0
ID3715,I12     ,Storage room,2.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3715,I13     ,Gaming room,2.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,1.0,,Yes,No,1.0,1.0,0.0,0.0
ID3715,I14     ,Servant's Room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Garden - Not relevant,1.0,0.0,0.0,0.0
ID3716,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,3.0,,Yes,Yes,5.0,1.0,1.0,0.0
ID3716,I2      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,Yes,Yes,1.0,1.0,1.0,0.0
ID3716,I3      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,Yes,Yes,1.0,1.0,0.0,0.0
ID3716,I4      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3716,I5      ,Servant's Room,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,Garden - Not relevant,2.0,1.0,0.0,0.0
ID3717,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,3.0,,Yes,Yes,1.0,1.0,1.0,0.0
ID3717,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,2.0,,Yes,Yes,1.0,1.0,0.0,0.0
ID3717,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,3.0,,Yes,Yes,1.0,1.0,0.0,0.0
ID3717,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,2.0,,Yes,Yes,1.0,0.0,0.0,0.0
ID3717,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3718,I1      ,Living room,0.0,Asbestos,"No ceiling, the concrete slab",Tile,1.0,6.0,,Yes,Yes,5.0,1.0,2.0,0.0
ID3718,I2      ,Bedrooms,1.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3718,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,1.0,1.0,1.0
ID3718,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, the concrete slab",Tile,1.0,1.0,,No,Yes,1.0,1.0,0.0,0.0
ID3718,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3718,I6      ,Gaming room,0.0,Asbestos,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,7.0,0.0,0.0,0.0
ID3719,I1      ,Living room,0.0,Tile,"No ceiling, just the roof above",Tile,1.0,0.0,,,No,1.0,1.0,1.0,0.0
ID3719,I2      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Tile,1.0,2.0,,Yes,No,1.0,0.0,1.0,0.0
ID3719,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,2.0,,Yes,No,1.0,1.0,1.0,0.0
ID3719,I4      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,,Yes,Yes,1.0,0.0,1.0,0.0
ID3719,I5      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,,Yes,Yes,1.0,0.0,1.0,0.0
ID3719,I6      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,,Yes,Yes,1.0,0.0,1.0,0.0
ID3719,I7      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,,No,No,1.0,1.0,0.0,0.0
ID3719,I8      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Teraso,1.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3719,I9      ,Servant's Room,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,1.0,,No,No,1.0,0.0,0.0,0.0
ID3719,I10     ,Veranda,0.0,Takaran,"No ceiling, just the roof above",Cement,0.0,0.0,,,Garden - Not relevant,1.0,1.0,0.0,0.0
ID3720,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,0.0,,,No,4.0,1.0,0.0,0.0
ID3720,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,0.0,,,Yes,1.0,1.0,0.0,0.0
ID3720,I3      ,Bedrooms,0.0,Tile,A hanging ceiling,Cement,1.0,3.0,,Yes,Yes,1.0,1.0,2.0,0.0
ID3720,I4      ,Bedrooms,0.0,Tile,A beamed ceiling,Cement,0.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3720,I5      ,Bedrooms,0.0,Tile,A hanging ceiling,Cement,0.0,3.0,,No,Yes,1.0,1.0,1.0,0.0
ID3720,I6      ,Bedrooms,0.0,Tile,A hanging ceiling,Cement,0.0,0.0,,,No,1.0,0.0,1.0,0.0
ID3720,I7      ,Kitchen and/ or pantry,0.0,Tile,A hanging ceiling,Cement,0.0,3.0,,No,No,2.0,2.0,0.0,1.0
ID3720,I8      ,Kitchen and/ or pantry,0.0,Tile,A beamed ceiling,Cement,0.0,3.0,,No,Yes,1.0,1.0,1.0,0.0
ID3720,I9      ,Bathroom and / or toilets,0.0,Tile,A hanging ceiling,Cement,0.0,3.0,,No,No,2.0,0.0,1.0,0.0
ID3720,I10     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Cement,1.0,2.0,,No,Yes,5.0,1.0,1.0,0.0
ID3720,I11     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3720,I12     ,Servant's Room,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,0.0,,,Yes,1.0,1.0,0.0,0.0
ID3720,I13     ,Servant's Room,0.0,Tile,A hanging ceiling,Tile,0.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3721,I1      ,Living room,0.0,Tile,A conventional ceiling,Cement,1.0,2.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3721,I2      ,Bedrooms,0.0,Tile,A conventional ceiling,Cement,0.0,1.0,,Yes,No,1.0,0.0,1.0,0.0
ID3721,I3      ,Bedrooms,0.0,Tile,A conventional ceiling,Cement,0.0,1.0,,Yes,No,1.0,1.0,1.0,0.0
ID3721,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,0.0,,,Yes,1.0,1.0,0.0,0.0
ID3721,I5      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Cement,1.0,0.0,,,Yes,1.0,1.0,0.0,0.0
ID3722,I1      ,Living room,0.0,Asbestos,A conventional ceiling,Tile,1.0,0.0,,,No,2.0,2.0,1.0,0.0
ID3722,I2      ,Bedrooms,0.0,Asbestos,A hanging ceiling,Tile,0.0,1.0,,Yes,No,2.0,1.0,1.0,0.0
ID3722,I3      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,0.0,1.0,,Yes,No,1.0,1.0,0.0,0.0
ID3722,I4      ,Kitchen and/ or pantry,0.0,Asbestos,A hanging ceiling,Tile,1.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3722,I5      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Tile,1.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3723,I1      ,Living room,0.0,Concrete,"No ceiling, just the roof above",Tile,1.0,2.0,,Yes,No,1.0,1.0,0.0,0.0
ID3723,I2      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,1.0,,Yes,No,1.0,1.0,1.0,0.0
ID3723,I3      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, just the roof above",Tile,1.0,1.0,,Yes,No,1.0,1.0,0.0,0.0
ID3723,I4      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,0.0,,,Yes,1.0,1.0,0.0,0.0
ID3724,I1      ,Living room,4.0,Asbestos,A conventional ceiling,Tile,1.0,3.0,,Yes,No,3.0,2.0,1.0,1.0
ID3724,I2      ,Bedrooms,4.0,Asbestos,A conventional ceiling,Tile,2.0,2.0,,Yes,No,1.0,1.0,1.0,0.0
ID3724,I3      ,Kitchen and/ or pantry,4.0,Asbestos,A conventional ceiling,Tile,1.0,1.0,,Yes,No,1.0,1.0,0.0,0.0
ID3724,I4      ,Bathroom and / or toilets,4.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3725,I1      ,Living room,1.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,Yes,15.0,6.0,3.0,0.0
ID3725,I2      ,Bedrooms,1.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,4.0,2.0,1.0,1.0
ID3725,I3      ,Bedrooms,1.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,0.0,0.0,0.0
ID3725,I4      ,Bedrooms,0.0,Asbestos,"No ceiling, the concrete slab",Tile,1.0,1.0,,Yes,Yes,2.0,0.0,1.0,1.0
ID3725,I5      ,Kitchen and/ or pantry,1.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,2.0,,Yes,Yes,2.0,2.0,0.0,0.0
ID3725,I6      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,1.0,0.0,0.0
ID3725,I7      ,Bathroom and / or toilets,1.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,2.0,,Yes,Yes,1.0,0.0,0.0,0.0
ID3725,I8      ,Bathroom and / or toilets,1.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,2.0,2.0,0.0,0.0
ID3725,I9      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,0.0,0.0,0.0
ID3725,I10     ,Servant's Room,1.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,5.0,0.0,0.0,0.0
ID3725,I11     ,Passage,0.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,4.0,4.0,0.0,0.0
ID3726,I1      ,Living room,1.0,Concrete,"No ceiling, just the roof above",Tile,1.0,5.0,,Yes,Yes,4.0,4.0,2.0,0.0
ID3726,I2      ,Bedrooms,1.0,Concrete,"No ceiling, just the roof above",Tile,0.0,0.0,,,No,2.0,2.0,1.0,1.0
ID3726,I3      ,Kitchen and/ or pantry,1.0,Concrete,"No ceiling, just the roof above",Tile,1.0,2.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3726,I4      ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, just the roof above",Tile,0.0,0.0,,,Yes,2.0,1.0,0.0,0.0
ID3726,I5      ,Gaming room,1.0,Concrete,"No ceiling, just the roof above",Tile,0.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3727,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,3.0,,Yes,Yes,8.0,1.0,2.0,0.0
ID3727,I2      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3727,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3727,I4      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3727,I5      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3727,I6      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,Yes,Yes,4.0,1.0,0.0,0.0
ID3727,I7      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,No,Yes,1.0,1.0,0.0,0.0
ID3727,I8      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,No,Yes,1.0,1.0,0.0,0.0
ID3727,I9      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3727,I10     ,Storage room,0.0,Asbestos,Wooden ceiling,Other,0.0,0.0,,,Garden - Not relevant,3.0,0.0,0.0,0.0
ID3727,I11     ,Gaming room,0.0,Asbestos,Wooden ceiling,Other,0.0,0.0,,,Garden - Not relevant,3.0,0.0,0.0,0.0
ID3727,I12     ,Gaming room,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,1.0,0.0,0.0,0.0
ID3727,I13     ,Servant's Room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Garden - Not relevant,3.0,1.0,0.0,0.0
ID3727,I14     ,Passage,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3728,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,5.0,,Yes,Yes,5.0,1.0,1.0,0.0
ID3728,I2      ,Living room,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,3.0,,Yes,Yes,3.0,1.0,1.0,0.0
ID3728,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,Yes,1.0,1.0,1.0,0.0
ID3728,I4      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,3.0,,Yes,No,2.0,1.0,1.0,1.0
ID3728,I5      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,No,2.0,1.0,1.0,0.0
ID3728,I6      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,No,2.0,1.0,1.0,1.0
ID3728,I7      ,Bedrooms,2.0,Asbestos,A hanging ceiling,Tile,1.0,2.0,,Yes,No,1.0,1.0,1.0,1.0
ID3728,I8      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,2.0,,Yes,Yes,1.0,1.0,1.0,0.0
ID3728,I9      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,5.0,,Yes,Yes,1.0,1.0,1.0,0.0
ID3728,I10     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3728,I11     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,,No,No,1.0,1.0,0.0,0.0
ID3728,I12     ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3728,I13     ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3728,I14     ,Bathroom and / or toilets,2.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,No,No,1.0,0.0,0.0,0.0
ID3728,I15     ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3728,I16     ,Gaming room,2.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,2.0,0.0,0.0,0.0
ID3728,I17     ,Servant's Room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,0.0,0.0,0.0
ID3728,I18     ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,1.0,0.0,0.0,0.0
ID3728,IOth1  ,Balcony,2.0,Asbestos,A hanging ceiling,Tile,0.0,0.0,,,No,4.0,,0.0,0.0
ID3728,IOth2  ,Staircase,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID3729,I1      ,Living room,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,2.0,,No,No,1.0,1.0,1.0,0.0
ID3729,I2      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID3729,I3      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,1.0,1.0,0.0
ID3729,I4      ,Bathroom and / or toilets,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3729,I5      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3730,I1      ,Living room,0.0,Concrete,A conventional ceiling,Tile,1.0,1.0,,Yes,Yes,5.0,2.0,1.0,0.0
ID3730,I2      ,Bedrooms,0.0,Concrete,A conventional ceiling,Tile,0.0,4.0,,Yes,Yes,1.0,1.0,1.0,0.0
ID3730,I3      ,Bedrooms,0.0,Concrete,A conventional ceiling,Tile,0.0,4.0,,Yes,Yes,1.0,1.0,1.0,0.0
ID3730,I4      ,Bedrooms,0.0,Concrete,A conventional ceiling,Tile,0.0,4.0,,Yes,Yes,1.0,1.0,0.0,0.0
ID3730,I5      ,Kitchen and/ or pantry,0.0,Concrete,A conventional ceiling,Tile,1.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3730,I6      ,Bathroom and / or toilets,1.0,Asbestos,A beamed ceiling,Tile,0.0,4.0,,Yes,Yes,1.0,1.0,1.0,0.0
ID3730,I7      ,Bathroom and / or toilets,0.0,Concrete,A conventional ceiling,Cement,0.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3730,I8      ,Storage room,0.0,Concrete,A conventional ceiling,Tile,0.0,0.0,,,No,0.0,,0.0,0.0
ID3730,I9      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,1.0,1.0,0.0,0.0
ID3730,I10     ,Veranda,,,,,,,,,,,,,
ID3731,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,Yes,12.0,5.0,1.0,0.0
ID3731,I2      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,Yes,2.0,2.0,1.0,0.0
ID3731,I3      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,,Yes,No,2.0,2.0,0.0,0.0
ID3731,I4      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,3.0,3.0,0.0,0.0
ID3731,I5      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,3.0,3.0,0.0,0.0
ID3732,I1      ,Living room,1.0,Asbestos,"No ceiling, just the roof above",Concrete,1.0,2.0,,No,Yes,2.0,1.0,0.0,0.0
ID3732,I2      ,Bedrooms,1.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,2.0,,No,Yes,1.0,1.0,1.0,0.0
ID3732,I3      ,Bedrooms,1.0,Asbestos,"No ceiling, just the roof above",Concrete,2.0,2.0,,No,Yes,0.0,,0.0,0.0
ID3732,I4      ,Kitchen and/ or pantry,1.0,Asbestos,"No ceiling, just the roof above",Concrete,1.0,1.0,,No,No,1.0,1.0,0.0,0.0
ID3732,I5      ,Bathroom and / or toilets,1.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,0.0,,,Yes,0.0,,0.0,0.0
ID3732,I6      ,Storage room,1.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,0.0,,,No,1.0,0.0,0.0,0.0
ID3732,I7      ,Gaming room,1.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,0.0,,,No,0.0,,0.0,0.0
ID3732,IOth1  ,Garden,1.0,Garden - Not relevant,Other,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID3733,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,4.0,2.0,,Yes,Yes,6.0,3.0,1.0,0.0
ID3733,I2      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,,Yes,No,2.0,1.0,1.0,1.0
ID3733,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Other,1.0,0.0,,,No,3.0,1.0,0.0,0.0
ID3733,I4      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,2.0,2.0,1.0,0.0
ID3733,I5      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,,Yes,No,1.0,1.0,1.0,0.0
ID3733,I6      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,1.0,1.0,0.0,0.0
ID3733,I7      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,,No,No,1.0,1.0,0.0,0.0
ID3733,I8      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,2.0,1.0,0.0,0.0
ID3733,I9      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,1.0,0.0,0.0
ID3733,I10     ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,0.0,,0.0,0.0
ID3733,I11     ,Bathroom and / or toilets,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,1.0,1.0,0.0,0.0
ID3733,I12     ,Bathroom and / or toilets,1.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,,Yes,No,3.0,0.0,1.0,0.0
ID3733,I13     ,Bathroom and / or toilets,1.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,,Yes,No,4.0,2.0,1.0,1.0
ID3733,I14     ,Storage room,1.0,Asbestos,Wooden ceiling,Tile,0.0,2.0,,Yes,No,2.0,2.0,1.0,1.0
ID3733,I15     ,Gaming room,1.0,Asbestos,"No ceiling, the concrete slab",Tile,1.0,0.0,,,Yes,3.0,2.0,1.0,1.0
ID3733,I16     ,Gaming room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,1.0,1.0,0.0,0.0
ID3733,I17     ,Gaming room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,2.0,1.0,0.0,0.0
ID3733,I18     ,Gaming room,1.0,Asbestos,Wooden ceiling,Tile,0.0,0.0,,,Yes,2.0,0.0,0.0,0.0
ID3733,I19     ,Gaming room,1.0,Asbestos,"No ceiling, the concrete slab",Wood (finished),0.0,0.0,,,Yes,2.0,0.0,0.0,0.0
ID3733,I20     ,Passage,1.0,Asbestos,Wooden ceiling,Tile,0.0,0.0,,,No,2.0,0.0,0.0,0.0
ID3734,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,3.0,,No,Yes,2.0,2.0,0.0,0.0
ID3734,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,3.0,,No,Yes,1.0,1.0,0.0,0.0
ID3734,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,,No,Yes,1.0,1.0,1.0,0.0
ID3734,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,,Yes,Yes,1.0,1.0,0.0,0.0
ID3734,I5      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Cement,0.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID3734,I6      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,2.0,2.0,0.0,0.0
ID3735,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,8.0,,Yes,Yes,6.0,3.0,3.0,0.0
ID3735,I2      ,Living room,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,Yes,Yes,4.0,1.0,1.0,0.0
ID3735,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,Yes,4.0,1.0,1.0,0.0
ID3735,I4      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3735,I5      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3735,I6      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,,Yes,Yes,2.0,1.0,1.0,0.0
ID3735,I7      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,,No,No,2.0,1.0,0.0,0.0
